"file.outcome"	"outcome"	"population"	"pmid"	"study"	"ncase"	"ncontrol"	"UKbiobank"	"rsid"	"Effect.Allele"	"Other.Allele"	"lnor"	"se"	"eaf"	"p"	"info"	"info1"	"info2"	"info3"	"HWEp"	"phet"	"I2"	"Q"	"Direction"	"effect_allele_confirmed"	"ID"	"test_statistic"	"all_summary_stats"	"summary_set"	"open_gwas"	"efo"	"MAC_case"	"MAC_control"	"z"	"mean_info"	"Nstudies"	"Nstudies_median"
"kidney89.txt"	"Kidney cancer"	"European"	"28598434"	"KidRISK"	10784	20406	FALSE	"rs2524299"	"A"	"T"	0.0078	0.0264	0.8652	0.7667	0.9889	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	89	NA	FALSE	"FAsnps"	FALSE	NA	2907.3664	5501.4576	0.295454545454545	0.9889	NA	NA
"men94.txt"	"Meningioma"	"European"	"29762745"	"MENC"	2138	12081	FALSE	"rs2524299"	"T"	"A"	0.0457887	0.0646114	0.118544	0.478524	NA	0.940523	0.977728	NA	NA	0.189671	41.8663	NA	NA	TRUE	94	NA	FALSE	"FAsnps"	FALSE	NA	506.894144	2864.260128	0.708678344688399	0.9591255	NA	NA
"mel95.txt"	"Melanoma"	"European"	"26237428"	"MMAC"	12814	23203	FALSE	"rs2524299"	"T"	"A"	-0.0150121201205036	0.0269	0.1233	0.5771	0.9792	NA	NA	NA	NA	NA	4	"0.4047"	NA	TRUE	95	-0.5576	TRUE	"full summary stats"	FALSE	"melanoma"	3159.9324	5721.8598	-0.558071379944372	0.9792	NA	NA
"multiplemyeloma96.txt"	"Multiple myeloma"	"European"	"26007630"	"MMS"	1714	10391	FALSE	"rs2524299"	"T"	"A"	0.0343	0.0520613807894783	0.1537	0.51	0.98	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	96	NA	FALSE	"FAsnps"	NA	NA	526.8836	3194.1934	0.658837692736188	0.98	NA	NA
"npc97.txt"	"Nasopharyngeal carcinoma"	"East Asian"	"27236004"	"MNC"	271	456	FALSE	"rs2524299"	"T"	"A"	0.0060921	0.156977	0.49	0.965	0.998205	NA	NA	NA	0.574293	NA	NA	"Not meta"	NA	TRUE	97	NA	FALSE	"FAsnps"	NA	NA	265.58	446.88	0.0388088700892487	0.998205	NA	NA
"mes98.txt"	"Pleural mesothelioma"	"European"	"23626673"	"MPM"	407	389	FALSE	"rs2524299"	"A"	"T"	0.115004	0.211319	NA	0.58634	0.968995	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	98	NA	FALSE	"FAsnps"	FALSE	NA	NA	NA	0.544219876111471	0.968995	NA	NA
"esc99.txt"	"Esophageal squamous cell carcinoma"	"East Asian"	"25129146"	"N-UGC"	2013	2701	FALSE	"rs2524299"	"T"	"A"	-0.12324	0.053324	0.22663	0.020826	0.9996	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	99	NA	TRUE	"full summary stats"	FALSE	"esophageal squamous cell carcinoma"	912.41238	1224.25526	-2.3111544520291	0.9996	NA	NA
"gac101.txt"	"Gastric adenocarcinoma"	"East Asian"	"26129866"	"N-UGC"	2350	2708	FALSE	"rs2524299"	"T"	"A"	-0.0906	0.046984	0.24349	0.053819	0.99952	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	101	NA	TRUE	"full summary stats"	FALSE	"gastric adenocarcinoma"	1144.403	1318.74184	-1.92831602247574	0.99952	NA	NA
"gca102.txt"	"Gastric cardia adenocarcinoma"	"East Asian"	"26129866"	"N-UGC"	1189	2708	FALSE	"rs2524299"	"T"	"A"	-0.035405	0.06098	0.2379	0.56152	0.99942	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	102	NA	TRUE	"full summary stats"	FALSE	"gastric adenocarcinoma"	565.7262	1288.4664	-0.580600196785831	0.99942	NA	NA
"nga103.txt"	"Noncardia gastric adenocarcinoma"	"East Asian"	"26129866"	"N-UGC"	1027	2708	FALSE	"rs2524299"	"T"	"A"	-0.11071	0.060364	0.24954	0.066645	0.9995	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	103	NA	TRUE	"full summary stats"	FALSE	"gastric adenocarcinoma"	512.55516	1351.50864	-1.8340401563846	0.9995	NA	NA
"gastric104.txt"	"Noncardia gastric adenocarcinoma"	"East Asian"	"26701879"	"NB-UGC"	1006	2273	FALSE	"rs2524299"	"T"	"A"	0.12	0.07	0.31	0.0864762654936657	1	NA	NA	NA	0.77	NA	NA	NA	NA	TRUE	104	1.71428571428571	FALSE	"FAsnps"	NA	NA	623.72	1409.26	1.71428571428571	1	NA	NA
"neuroblastoma107.txt"	"Neuroblastoma"	"European"	"28545128"	"NBS"	2101	4202	FALSE	"rs2524299"	"T"	"A"	-0.077693	0.062697	0.116605040824889	0.215278068709482	0.98287	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	107	1.23918209802702	FALSE	"FAsnps"	NA	NA	489.974381546184	979.948763092367	-1.23918209802702	0.98287	NA	NA
"pan121.txt"	"Pancreatic cancer"	"European"	"29422604"	"PanC4"	3933	3651	FALSE	"rs2524299"	"T"	"A"	0.0827148	0.0496287	0.122617	0.0955793	0.995202	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	121	NA	FALSE	"FAsnps"	FALSE	NA	964.505322	895.349334	1.66667271155602	0.995202	NA	NA
"pan123.txt"	"Pancreatic cancer"	"European"	"29422604"	"PanScan I+II"	3524	3641	FALSE	"rs2524299"	"T"	"A"	0.0119	0.0498	0.1303	0.81121	0.99159	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	123	NA	FALSE	"FAsnps"	NA	NA	918.3544	948.8446	0.238955823293173	0.99159	NA	NA
"pan124.txt"	"Pancreatic cancer"	"European"	"26098869"	"PanScan I+II+PanC4"	7110	7264	FALSE	"rs2524299"	"T"	"A"	0.0495	0.0353	0.1294	0.1615	0.997	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	124	NA	FALSE	"FAsnps"	FALSE	NA	1840.068	1879.9232	1.40226628895184	0.997	NA	NA
"pan125.txt"	"Pancreatic cancer"	"European"	"29422604"	"PanScan III"	1581	5202	FALSE	"rs2524299"	"T"	"A"	-0.1073	0.0725	0.1333	0.13881	0.99536	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	125	NA	FALSE	"FAsnps"	NA	NA	421.4946	1386.8532	-1.48	0.99536	NA	NA
"ncc132.txt"	"Nasopharyngeal carcinoma"	"East Asian"	"19664746"	"TNC"	277	285	FALSE	"rs2524299"	"A"	"T"	0.0484673	0.121148	NA	0.689107272082851	0.997156	NA	NA	NA	1	NA	NA	NA	NA	TRUE	132	0.400066860369135	FALSE	"FAsnps"	FALSE	NA	243.152262	250.17471	0.400066860369135	0.997156	NA	NA
"glioma133.txt"	"Glioma"	"European"	"28346443"	"UCSF_AGS + SFAGS"	677	3940	FALSE	"rs2524299"	"T"	"A"	-0.132181	0.0933802	NA	0.156917	0.980988	NA	NA	NA	0.70012	NA	NA	NA	NA	TRUE	133	NA	FALSE	"FAregions"	FALSE	NA	NA	NA	-1.41551420965044	0.980988	NA	NA
"glioma134.txt"	"Glioma"	"European"	"28346443"	"UCSF_MAYO"	1519	804	FALSE	"rs2524299"	"T"	"A"	0.0520230280671518	0.1051	0.1252	0.6204	1.0002	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	134	NA	FALSE	"FAregions"	NA	NA	380.3576	201.3216	0.494985994930084	1.0002	NA	NA
"blc137.txt"	"Blood cancer"	"European"	"ukb-cancer"	"UKB"	4552	372016	TRUE	"rs2524299"	"A"	"T"	0.0139545308135903	0.0324659199656484	0.879739	0.67	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	137	NA	TRUE	"full summary stats"	FALSE	"lymphoma; multiple myeloma; lymphoid leukemia"	1094.856144	89478.032352	0.42982089613833	0.999228	NA	NA
"brc138.txt"	"Brain cancer"	"European"	"ukb-cancer"	"UKB"	606	372016	TRUE	"rs2524299"	"A"	"T"	-0.0652818147228828	0.0885230177907599	0.879711	0.46	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	138	NA	TRUE	"full summary stats"	FALSE	"central nervous system cancer"	145.790268	89498.865248	-0.737455820554922	0.999228	NA	NA
"brc139.txt"	"Breast cancer"	"European"	"ukb-cancer"	"UKB"	13879	198523	TRUE	"rs2524299"	"A"	"T"	-0.030219559744425	0.0190633040718484	0.87971	0.11	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	139	NA	TRUE	"full summary stats"	FALSE	"breast carcinoma"	3339.00982	47760.66334	-1.5852215140948	0.999228	NA	NA
"oac140.txt"	"Overall cancer"	"European"	"ukb-cancer"	"UKB"	70223	372016	TRUE	"rs2524299"	"A"	"T"	0.00948085297983677	0.00895403494761094	0.879896	0.29	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	140	NA	TRUE	"full summary stats"	FALSE	"cancer"	16868.126384	89361.219328	1.0588358248888	0.999228	NA	NA
"oac141.txt"	"Overall cancer (excluding non-melanoma skin cancer)"	"European"	"ukb-cancer"	"UKB"	50643	372016	TRUE	"rs2524299"	"A"	"T"	-0.00503627024097735	0.0103063472330849	0.879664	0.63	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	141	NA	TRUE	"full summary stats"	FALSE	"cancer"	12188.352096	89533.834752	-0.488657147588641	0.999228	NA	NA
"crc143.txt"	"Colorectal cancer"	"European"	"ukb-cancer"	"UKB"	5657	372016	TRUE	"rs2524299"	"A"	"T"	0.0516896579812286	0.0291733029938139	0.879803	0.076	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	143	NA	TRUE	"full summary stats"	FALSE	"colorectal cancer"	1359.908858	89430.414304	1.77181370214368	0.999228	NA	NA
"esa144.txt"	"Esophageal adenocarcinoma"	"European"	"ukb-cancer"	"UKB"	740	372016	TRUE	"rs2524299"	"A"	"T"	0.12471484370453	0.0801121793817647	0.879748	0.12	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	144	NA	TRUE	"full summary stats"	FALSE	"esophageal adenocarcinoma"	177.97296	89471.336064	1.55675260200096	0.999228	NA	NA
"leu146.txt"	"Leukaemia"	"European"	"ukb-cancer"	"UKB"	1260	372016	TRUE	"rs2524299"	"A"	"T"	0.117104770719019	0.0614457089263978	0.879764	0.057	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	146	NA	TRUE	"full summary stats"	FALSE	"acute lymphoblastic leukemia"	302.99472	89459.431552	1.90582504075739	0.999228	NA	NA
"lbc147.txt"	"Liver & bile duct cancer"	"European"	"ukb-cancer"	"UKB"	350	372016	TRUE	"rs2524299"	"A"	"T"	-0.091745402338531	0.116423802423656	0.879713	0.43	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	147	NA	TRUE	"full summary stats"	FALSE	"hepatocellular carcinoma"	84.2009	89497.377184	-0.788029599004828	0.999228	NA	NA
"luc149.txt"	"Lung cancer"	"European"	"ukb-cancer"	"UKB"	2671	372016	TRUE	"rs2524299"	"A"	"T"	0.0893089722515372	0.0422751449227172	0.87979	0.035	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	149	NA	TRUE	"full summary stats"	FALSE	"lung carcinoma"	642.16182	89440.08672	2.11256454388985	0.999228	NA	NA
"lle150.txt"	"Lymphoid leukaemia"	"European"	"ukb-cancer"	"UKB"	760	372016	TRUE	"rs2524299"	"A"	"T"	0.135866912314335	0.0790616804962166	0.879751	0.086	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	150	NA	TRUE	"full summary stats"	FALSE	"acute lymphoblastic leukemia"	182.77848	89469.103968	1.71849259289191	0.999228	NA	NA
"mel153.txt"	"Melanoma"	"European"	"ukb-cancer"	"UKB"	3751	372016	TRUE	"rs2524299"	"A"	"T"	0.0271744158734166	0.0357346088314192	0.879751	0.45	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	153	NA	TRUE	"full summary stats"	FALSE	"melanoma"	902.107998	89469.103968	0.760450911932855	0.999228	NA	NA
"mum154.txt"	"Multiple myeloma"	"European"	"ukb-cancer"	"UKB"	601	372016	TRUE	"rs2524299"	"A"	"T"	0.118045248226008	0.0889720492876261	0.879742	0.18	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	154	NA	TRUE	"full summary stats"	FALSE	"multiple myeloma"	144.550116	89475.800256	1.32676777899534	0.999228	NA	NA
"myl155.txt"	"Myeloid Leukaemia"	"European"	"ukb-cancer"	"UKB"	462	372016	TRUE	"rs2524299"	"A"	"T"	0.135470259799172	0.101371221452144	0.87974	0.18	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	155	NA	TRUE	"full summary stats"	FALSE	"acute myeloid leukemia"	111.12024	89477.28832	1.33637789757841	0.999228	NA	NA
"nmc156.txt"	"Non-melanoma skin cancer"	"European"	"ukb-cancer"	"UKB"	23694	372016	TRUE	"rs2524299"	"A"	"T"	0.050050357357925	0.0145717574991037	0.880046	0.00059	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	156	NA	TRUE	"full summary stats"	FALSE	"non-melanoma skin carcinoma"	5684.380152	89249.614528	3.43475091189265	0.999228	NA	NA
"opc157.txt"	"Oral cavity and pharyngeal cancer"	"European"	"ukb-cancer"	"UKB"	1091	372016	TRUE	"rs2524299"	"A"	"T"	0.0285692154680587	0.0659948918470858	0.879731	0.67	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	157	NA	TRUE	"full summary stats"	FALSE	"head and neck squamous cell carcinoma; oropharynx cancer; nasopharyngeal neoplasm; hypopharynx cancer; oral cavity cancer; mouth neoplasm; pharynx cancer"	262.426958	89483.984608	0.43290040590195	0.999228	NA	NA
"ovc158.txt"	"Ovarian cancer"	"European"	"ukb-cancer"	"UKB"	1218	198523	TRUE	"rs2524299"	"A"	"T"	0.0623698953364211	0.0626467604771186	0.879956	0.32	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	158	NA	TRUE	"full summary stats"	FALSE	"ovarian carcinoma"	292.427184	47662.990024	0.99558053539259	0.999228	NA	NA
"pro159.txt"	"Prostate cancer"	"European"	"ukb-cancer"	"UKB"	9132	173493	TRUE	"rs2524299"	"A"	"T"	-0.0376326506662876	0.0233045024137931	0.879304	0.11	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	159	NA	TRUE	"full summary stats"	FALSE	"prostate carcinoma"	2204.391744	41879.822256	-1.61482317871821	0.999228	NA	NA
"luc1499.txt"	"Lung cancer unadjusted for chip"	"European"	"ukb-cancer"	"UKB"	2671	372016	TRUE	"rs2524299"	"A"	"T"	0.0890879996176147	0.042294925081764	0.87979	0.035	0.999228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1499	NA	TRUE	"full summary stats"	FALSE	"lung carcinoma"	642.16182	89440.08672	2.10635199011207	0.999228	NA	NA
"bcell_all4.txt"	"Acute lymphoblastic leukaemia"	"European"	"29632299"	"BC-ALL"	2442	14609	FALSE	"rs2524299"	"T"	"A"	0.0456151	0.0502325	0.116969574960947	0.363837	NA	NA	NA	NA	NA	0.023858	73.2308	"7.47127"	NA	TRUE	4	NA	FALSE	"FAsnps"	NA	NA	571.279404109265	3417.61704120895	0.908079430647489	NA	NA	NA
"brc6.txt"	"Breast cancer"	"European"	"29059683"	"BCAC"	122977	105974	FALSE	"rs2524299"	"T"	"A"	-0.0212	0.0098	0.1287	0.0300497	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6	NA	TRUE	"full summary stats"	TRUE	"breast carcinoma"	31654.2798	27277.7076	-2.16326530612245	NA	NA	NA
"erneg7.txt"	"ER- breast cancer"	"European"	"29059683"	"BCAC"	21468	105974	FALSE	"rs2524299"	"T"	"A"	-0.0494	0.0179	0.1291	0.00566905	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	7	NA	TRUE	"full summary stats"	TRUE	"estrogen-receptor negative breast cancer"	5543.0376	27362.4868	-2.75977653631285	NA	NA	NA
"erpos8.txt"	"ER+ breast cancer"	"European"	"29059683"	"BCAC"	69501	105974	FALSE	"rs2524299"	"T"	"A"	-0.0494	0.0179	0.1291	0.00566905	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	8	NA	TRUE	"full summary stats"	TRUE	"estrogen-receptor positive breast cancer"	17945.1582	27362.4868	-2.75977653631285	NA	NA	NA
"btc9.txt"	"Biliary tract cancer"	"East Asian"	"32514122"	"BJ"	339	195745	FALSE	"rs2524299"	"T"	"A"	-0.083209	0.0856864	0.297354	0.331505	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	9	NA	TRUE	"full summary stats"	TRUE	"cholangiocarcinoma"	201.606012	116411.11746	-0.971087593830526	NA	NA	NA
"blc10.txt"	"Blood cancer"	"East Asian"	"32514122"	"BJ"	1236	211217	FALSE	"rs2524299"	"T"	"A"	-0.026412	0.0452027	0.29629	0.559017	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	10	NA	TRUE	"full summary stats"	TRUE	"lymphoma; multiple myeloma; lymphoid leukemia"	732.42888	125162.96986	-0.584301380227287	NA	NA	NA
"cec11.txt"	"Cervical cancer"	"East Asian"	"32514122"	"BJ"	605	89731	FALSE	"rs2524299"	"T"	"A"	-0.00595037	0.0648212	0.297283	0.926859	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	11	NA	TRUE	"full summary stats"	TRUE	"cervical carcinoma"	359.71243	53351.001746	-0.0917966652885167	NA	NA	NA
"crc12.txt"	"Colorectal cancer"	"East Asian"	"32514122"	"BJ"	7062	195745	FALSE	"rs2524299"	"T"	"A"	-0.0690473	0.0193245	0.296755	0.000352866	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	12	NA	TRUE	"full summary stats"	TRUE	"colorectal cancer"	4191.36762	116176.61495	-3.5730445807136	NA	NA	NA
"enc13.txt"	"Endometrial cancer"	"East Asian"	"32514122"	"BJ"	999	89731	FALSE	"rs2524299"	"T"	"A"	0.0426973	0.0505764	0.297344	0.398551	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	13	NA	TRUE	"full summary stats"	TRUE	"endometrial carcinoma"	594.093312	53361.948928	0.844213902136174	NA	NA	NA
"esc14.txt"	"Esophageal squamous cell carcinoma"	"East Asian"	"32514122"	"BJ"	1300	195745	FALSE	"rs2524299"	"T"	"A"	-0.0700752	0.0440751	0.297253	0.111857	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	14	NA	TRUE	"full summary stats"	TRUE	"esophageal squamous cell carcinoma"	772.8578	116371.57697	-1.58990450390356	NA	NA	NA
"gac15.txt"	"Gastric adenocarcinoma"	"East Asian"	"32514122"	"BJ"	6563	195745	FALSE	"rs2524299"	"T"	"A"	-0.00804502	0.0201226	0.297139	0.689303	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	15	NA	TRUE	"full summary stats"	TRUE	"gastric carcinoma"	3900.246514	116326.94711	-0.399800224623061	NA	NA	NA
"lic16.txt"	"Liver cancer"	"East Asian"	"32514122"	"BJ"	1866	195745	FALSE	"rs2524299"	"T"	"A"	-0.090783	0.0369518	0.297167	0.0140185	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	16	NA	TRUE	"full summary stats"	TRUE	"hepatocellular carcinoma"	1109.027244	116337.90883	-2.45679506816989	NA	NA	NA
"luc17.txt"	"Lung cancer"	"East Asian"	"32514122"	"BJ"	4050	208403	FALSE	"rs2524299"	"T"	"A"	-0.0524356	0.0252358	0.29629	0.0377251	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	17	NA	TRUE	"full summary stats"	TRUE	"lung carcinoma"	2399.949	123495.44974	-2.07782594568034	NA	NA	NA
"ovc18.txt"	"Ovarian cancer"	"East Asian"	"32514122"	"BJ"	720	89731	FALSE	"rs2524299"	"T"	"A"	-0.0115752	0.0595354	0.297246	0.845842	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	18	NA	TRUE	"full summary stats"	TRUE	"ovarian carcinoma"	428.03424	53344.361652	-0.194425501466354	NA	NA	NA
"pac19.txt"	"Pancreatic cancer"	"East Asian"	"32514122"	"BJ"	442	195745	FALSE	"rs2524299"	"T"	"A"	-0.0382915	0.0749243	0.297364	0.609303	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	19	NA	TRUE	"full summary stats"	TRUE	"pancreatic carcinoma"	262.869776	116415.03236	-0.511069172484761	NA	NA	NA
"pro20.txt"	"Prostate cancer"	"East Asian"	"32514122"	"BJ"	5408	103939	FALSE	"rs2524299"	"T"	"A"	-0.00514572	0.0228631	0.29661	0.821927	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	20	NA	TRUE	"full summary stats"	TRUE	"prostate carcinoma"	3208.13376	61658.69358	-0.225066592019455	NA	NA	NA
"can57.txt"	"Cancer (5 sites)"	"European"	"27197191"	"GAME-ON"	61851	61820	FALSE	"rs2524299"	"T"	"A"	-0.0618754037180875	0.0146426412047194	NA	2.38199534161789e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	57	NA	TRUE	"full summary stats"	FALSE	"breast carcinoma; lung carcinoma; colorectal cancer; ovarian carcinoma; prostate carcinoma"	NA	NA	-4.22569964345946	NA	NA	NA
"lad72.txt"	"Lung adenocarcinoma"	"European"	"28604730"	"ILCCO"	11245	54619	FALSE	"rs2524299"	"T"	"A"	-0.073059	0.024426	0.141705	0.00277965	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	72	NA	TRUE	"full summary stats"	TRUE	"lung adenocarcinoma"	3186.94545	15479.57079	-2.99103414394498	NA	NA	NA
"luc73.txt"	"Lung cancer"	"European"	"27488534"	"ILCCO"	13479	43218	FALSE	"rs2524299"	"T"	"A"	-0.0954585908166944	0.023262	0.150116	4.06562e-05	NA	NA	NA	NA	NA	0.2400994401	24.744563845	NA	NA	TRUE	73	NA	TRUE	"full summary stats"	TRUE	"lung carcinoma"	4046.827128	12975.426576	-4.10362784011239	NA	NA	NA
"luc75.txt"	"Lung cancer"	"European"	"28604730"	"ILCCO"	29266	56450	FALSE	"rs2524299"	"T"	"A"	-0.0722245	0.017318	0.139279	3.039e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	75	NA	TRUE	"full summary stats"	TRUE	"lung carcinoma"	8152.278428	15724.5991	-4.17048735419794	NA	NA	NA
"lce76.txt"	"Lung cancer in ever smokers"	"European"	"28604730"	"ILCCO"	23848	16605	FALSE	"rs2524299"	"T"	"A"	-0.091439	0.02166	0.129573	2.42678e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	76	NA	TRUE	"full summary stats"	TRUE	"lung carcinoma"	6180.113808	4303.11933	-4.22156048014774	NA	NA	NA
"lcn77.txt"	"Lung cancer in never smokers"	"European"	"28604730"	"ILCCO"	2303	6995	FALSE	"rs2524299"	"T"	"A"	-0.0202262	0.054698	0.123418	0.711548	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	77	NA	TRUE	"full summary stats"	TRUE	"lung carcinoma"	568.463308	1726.61782	-0.369779516618524	NA	NA	NA
"scl78.txt"	"Small cell lung cancer"	"European"	"28604730"	"ILCCO"	2791	20580	FALSE	"rs2524299"	"T"	"A"	-0.0342923	0.042069	0.131446	0.414991	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	78	NA	TRUE	"full summary stats"	TRUE	"small cell lung carcinoma"	733.731572	5410.31736	-0.815144167914616	NA	NA	NA
