region	iteration	traits	posterior_prob	regional_prob	candidate_snp	posterior_explained_by_snp	dropped_trait	max	min	bp	traits_nice_names	dropped_trait_nice_names
FADS2	2	T2, T7, T13, T14	0.5001	0.8282	rs174555	1	NA	61792714	61362758	429956	AA:DGLA (Framingham), DGLA:GLA (CHARGE), DPAn3:EPA (CHARGE), DPAn3:EPA (Framingham)	NA
FADS2	3	T3, T27	0.9997	1	rs968567	1	NA	61792714	61362758	429956	AA:DGLA (Shin), FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86	NA
FADS2	4	None	NA	1	NA	NA	T18	61792714	61362758	429956	NA	GLA:LA (CHARGE)
FADS2	5	None	NA	1	NA	NA	T12	61792714	61362758	429956	NA	DHA:DPAn3 (Shin)
FADS2	6	T28, T29, T31	0.9987	1	rs968567	1	NA	61792714	61362758	429956	FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA
FADS2	7	T6, T8, T11, T22, T24	0.5663	0.9998	rs174556	1	NA	61792714	61362758	429956	ADA:AA (Shin), DGLA:GLA (Framingham), DHA:DPAn3 (Framingham), OA:SA (Framingham), POA:PA (CHARGE)	NA
FADS2	8	None	NA	1	NA	NA	T1	61792714	61362758	429956	NA	AA:DGLA (CHARGE)
FADS2	9	None	NA	0.4717	NA	NA	T20	61792714	61362758	429956	NA	GLA:LA (Shin)
FADS2	10	None	NA	0.0241	NA	NA	T15	61792714	61362758	429956	NA	DPAn3:EPA (Shin)
FADS2	11	None	NA	0.007	NA	NA	T23	61792714	61362758	429956	NA	OA:SA (Shin)
FADS2	12	None	NA	8e-04	NA	NA	T17	61792714	61362758	429956	NA	DPAn6:AA (Shin)
FADS2	13	None	NA	6e-04	NA	NA	T9	61792714	61362758	429956	NA	DGLA:GLA (Shin)
FADS2	14	None	NA	4e-04	NA	NA	T26	61792714	61362758	429956	NA	POA:PA (Shin)
FADS2	15	None	NA	0	NA	NA	T30	61792714	61362758	429956	NA	FADS2 expression in Liver (GTEx) mac=86
FADS2	16	None	NA	0	NA	NA	T25	61792714	61362758	429956	NA	POA:PA (Framingham)
SCD	1	T20, T23	0.9765	0.9993	rs2305384	1	NA	102320363	101827619	492744	GLA:LA (Shin), OA:SA (Shin)	NA
SCD	2	None	NA	0.4058	NA	NA	T29	102320363	101827619	492744	NA	SCD expression in blood (eQTLGen)
SCD	3	T15, T24, T25, T27, T28	0.8772	0.8793	rs603424	1	NA	102320363	101827619	492744	DPAn3:EPA (Shin), POA:PA (CHARGE), POA:PA (Framingham), SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA
SCD	4	T3, T12	0.8727	0.8746	rs1993110	0.9999	NA	102320363	101827619	492744	AA:DGLA (Shin), DHA:DPAn3 (Shin)	NA
SCD	5	None	NA	0.0305	NA	NA	T26	102320363	101827619	492744	NA	POA:PA (Shin)
SCD	6	None	NA	0.0151	NA	NA	T13	102320363	101827619	492744	NA	DPAn3:EPA (CHARGE)
SCD	7	None	NA	0.0011	NA	NA	T21	102320363	101827619	492744	NA	OA:SA (CHARGE)
SCD	8	None	NA	0.0012	NA	NA	T1	102320363	101827619	492744	NA	AA:DGLA (CHARGE)
SCD	9	None	NA	6e-04	NA	NA	T6	102320363	101827619	492744	NA	ADA:AA (Shin)
SCD	10	None	NA	5e-04	NA	NA	T7	102320363	101827619	492744	NA	DGLA:GLA (CHARGE)
SCD	11	None	NA	5e-04	NA	NA	T8	102320363	101827619	492744	NA	DGLA:GLA (Framingham)
SCD	12	None	NA	4e-04	NA	NA	T17	102320363	101827619	492744	NA	DPAn6:AA (Shin)
SCD	13	None	NA	4e-04	NA	NA	T9	102320363	101827619	492744	NA	DGLA:GLA (Shin)
SCD	14	None	NA	2e-04	NA	NA	T30	102320363	101827619	492744	NA	SCD expression in Liver (GTEx) mac=65
SCD	15	None	NA	1e-04	NA	NA	T31	102320363	101827619	492744	NA	SCD expression in Whole_Blood (GTEx) mac=65
SCD	16	None	NA	1e-04	NA	NA	T14	102320363	101827619	492744	NA	DPAn3:EPA (Framingham)
SCD	17	None	NA	0	NA	NA	T10	102320363	101827619	492744	NA	DHA:DPAn3 (CHARGE)
SCD	18	None	NA	0	NA	NA	T2	102320363	101827619	492744	NA	AA:DGLA (Framingham)
SCD	19	None	NA	0	NA	NA	T11	102320363	101827619	492744	NA	DHA:DPAn3 (Framingham)
SCD	20	None	NA	0	NA	NA	T19	102320363	101827619	492744	NA	GLA:LA (Framingham)
SCD	21	None	NA	0	NA	NA	T22	102320363	101827619	492744	NA	OA:SA (Framingham)
SCD	22	None	NA	0	NA	NA	T5	102320363	101827619	492744	NA	ADA:AA (Framingham)
SCD	23	None	NA	0	NA	NA	T16	102320363	101827619	492744	NA	DPAn6:AA (Framingham)
SCD	24	None	NA	0	NA	NA	T4	102320363	101827619	492744	NA	ADA:AA (CHARGE)
