region	iteration	traits	posterior_prob	regional_prob	candidate_snp	posterior_explained_by_snp	dropped_trait	min	max	bp	traits_nice_names	dropped_trait_nice_names	trait_group
FADS1	2	T1, T4, T5, T8	0.7613	0.8873	rs174546	0.2697	NA	61046610	62040838	994228	POA:PA (CHARGE), FADS1 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS1 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS1 expression in Whole_Blood (GTEx) mac=86	NA	POA:PA
FADS2	1	T3, T4, T5, T6, T8	0.9992	1	rs968567	1	NA	61046610	62040838	994228	AA:DGLA (Shin), FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA	AA:DGLA
FADS2	2	T1, T2	0.9813	1	rs174549	1	NA	61046610	62040838	994228	AA:DGLA (CHARGE), AA:DGLA (Framingham)	NA	AA:DGLA
FADS2	1	T4, T5, T6, T8	0.9989	1	rs968567	1	NA	61046610	62040838	994228	FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA	ADA:AA
FADS2	2	T1, T2	0.9613	1	rs174535	0.4212	NA	61046610	62040838	994228	ADA:AA (CHARGE), ADA:AA (Framingham)	NA	ADA:AA
FADS2	1	T4, T5, T6, T8	0.9989	1	rs968567	1	NA	61046610	62040838	994228	FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA	DGLA:GLA
FADS2	2	T1, T2	0.9804	1	rs174548	1	NA	61046610	62040838	994228	DGLA:GLA (CHARGE), DGLA:GLA (Framingham)	NA	DGLA:GLA
FADS2	1	T4, T5, T6, T8	0.9989	1	rs968567	1	NA	61046610	62040838	994228	FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA	DHA:DPAn3
FADS2	2	T1, T2, T3	0.8815	0.9976	rs1535	1	NA	61046610	62040838	994228	DHA:DPAn3 (CHARGE), DHA:DPAn3 (Framingham), DHA:DPAn3 (Shin)	NA	DHA:DPAn3
FADS2	1	T2, T4, T5, T6, T8	0.9666	0.9715	rs968567	1	NA	61046610	62040838	994228	DPAn3:EPA (Framingham), FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA	DPAn3:EPA
FADS2	2	T1, T3	0.8542	1	rs174547	0.5464	NA	61046610	62040838	994228	DPAn3:EPA (CHARGE), DPAn3:EPA (Shin)	NA	DPAn3:EPA
FADS2	1	T3, T4, T5, T7	0.9989	1	rs968567	1	NA	61046610	62040838	994228	FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA	DPAn6:AA
FADS2	1	T4, T5, T6, T8	0.9989	1	rs968567	1	NA	61046610	62040838	994228	FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA	GLA:LA
FADS2	2	T1, T2	0.8031	1	rs174576	0.559	NA	61046610	62040838	994228	GLA:LA (CHARGE), GLA:LA (Framingham)	NA	GLA:LA
FADS2	1	T4, T5, T6, T8	0.9989	1	rs968567	1	NA	61046610	62040838	994228	FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA	OA:SA
FADS2	2	T1, T2	0.9773	1	rs102275	0.7331	NA	61046610	62040838	994228	OA:SA (CHARGE), OA:SA (Framingham)	NA	OA:SA
FADS2	1	T4, T5, T6, T8	0.9989	1	rs968567	1	NA	61046610	62040838	994228	FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA	POA:PA
SCD	2	T4, T5	0.9978	0.9978	rs603424	1	NA	101576960	102571560	994600	SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA	AA:DGLA
SCD	2	T4, T5	0.9978	0.9978	rs603424	1	NA	101576960	102571560	994600	SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA	ADA:AA
SCD	2	T4, T5	0.9978	0.9978	rs603424	1	NA	101576960	102571560	994600	SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA	DGLA:GLA
SCD	2	T4, T5	0.9978	0.9978	rs603424	1	NA	101576960	102571560	994600	SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA	DHA:DPAn3
SCD	2	T3, T4, T5	0.934	0.939	rs603424	1	NA	101576960	102571560	994600	DPAn3:EPA (Shin), SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA	DPAn3:EPA
SCD	2	T3, T4	0.9978	0.9978	rs603424	1	NA	101576960	102571560	994600	SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA	DPAn6:AA
SCD	3	T4, T5	0.9978	0.9978	rs603424	1	NA	101576960	102571560	994600	SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA	GLA:LA
SCD	2	T3, T4, T5	0.9985	0.9989	rs603424	1	NA	101576960	102571560	994600	OA:SA (Shin), SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA	OA:SA
SCD	2	T1, T2, T4, T5	0.8773	0.8786	rs603424	1	NA	101576960	102571560	994600	POA:PA (CHARGE), POA:PA (Framingham), SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA	POA:PA
