region	iteration	traits	posterior_prob	regional_prob	candidate_snp	posterior_explained_by_snp	dropped_trait	min	max	bp	traits_nice_names	dropped_trait_nice_names	study_group
FADS1	2	T2, T4, T5, T7	0.8696	1	rs174535	0.453	NA	61046610	62040838	994228	ADA:AA (CHARGE), DHA:DPAn3 (CHARGE), DPAn3:EPA (CHARGE), OA:SA (CHARGE)	NA	CHARGE
FADS1	3	None	NA	1	NA	NA	T3	61046610	62040838	994228	NA	DGLA:GLA (CHARGE)	CHARGE
FADS1	1	T4, T5, T10, T11, T13, T14	0.2972	0.5529	rs1535	1	NA	61046610	62043174	996564	DHA:DPAn3 (Shin), DPAn3:EPA (Shin), FADS1 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS1 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS1 expression in Liver (GTEx) mac=86, FADS1 expression in Whole_Blood (GTEx) mac=86	NA	Shin
FADS1	2	None	NA	1	NA	NA	T7	61046610	62043174	996564	NA	GLA:LA (Shin)	Shin
FADS1	3	T1, T12	1	1	rs968567	1	NA	61046610	62043174	996564	AA:DGLA (Shin), FADS1 expression in blood (eQTLGen)	NA	Shin
FADS1	4	None	NA	0.0203	NA	NA	T2	61046610	62043174	996564	NA	ADA:AA (Shin)	Shin
FADS1	5	None	NA	0.0072	NA	NA	T8	61046610	62043174	996564	NA	OA:SA (Shin)	Shin
FADS1	6	None	NA	0.0014	NA	NA	T6	61046610	62043174	996564	NA	DPAn6:AA (Shin)	Shin
FADS1	7	None	NA	0.0013	NA	NA	T3	61046610	62043174	996564	NA	DGLA:GLA (Shin)	Shin
FADS1	1	T1, T2, T4, T5, T7, T8, T10, T11, T13, T14	0.4273	0.738	rs174549	0.8803	NA	61046610	62040838	994228	AA:DGLA (Framingham), ADA:AA (Framingham), DHA:DPAn3 (Framingham), DPAn3:EPA (Framingham), GLA:LA (Framingham), OA:SA (Framingham), FADS1 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS1 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS1 expression in Liver (GTEx) mac=86, FADS1 expression in Whole_Blood (GTEx) mac=86	NA	Framingham
FADS1	2	None	NA	0.1792	NA	NA	T12	61046610	62040838	994228	NA	FADS1 expression in blood (eQTLGen)	Framingham
FADS1	3	None	NA	0.0019	NA	NA	T3	61046610	62040838	994228	NA	DGLA:GLA (Framingham)	Framingham
FADS1	4	None	NA	0	NA	NA	T9	61046610	62040838	994228	NA	POA:PA (Framingham)	Framingham
FADS2	1	T2, T4, T5, T7	0.8696	1	rs174535	0.453	NA	61046610	62040838	994228	ADA:AA (CHARGE), DHA:DPAn3 (CHARGE), DPAn3:EPA (CHARGE), OA:SA (CHARGE)	NA	CHARGE
FADS2	2	T9, T10, T11, T13	0.9989	1	rs968567	1	NA	61046610	62040838	994228	FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA	CHARGE
FADS2	3	T1, T6, T8	0.5248	1	rs174546	0.9661	NA	61046610	62040838	994228	AA:DGLA (CHARGE), GLA:LA (CHARGE), POA:PA (CHARGE)	NA	CHARGE
FADS2	4	None	NA	0.0112	NA	NA	T3	61046610	62040838	994228	NA	DGLA:GLA (CHARGE)	CHARGE
FADS2	1	T1, T10	0.9997	1	rs968567	1	NA	61046610	62043174	996564	AA:DGLA (Shin), FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86	NA	Shin
FADS2	2	None	NA	1	NA	NA	T4	61046610	62043174	996564	NA	DHA:DPAn3 (Shin)	Shin
FADS2	3	T11, T12, T14	0.9987	1	rs968567	1	NA	61046610	62043174	996564	FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA	Shin
FADS2	4	None	NA	1	NA	NA	T5	61046610	62043174	996564	NA	DPAn3:EPA (Shin)	Shin
FADS2	5	None	NA	1	NA	NA	T2	61046610	62043174	996564	NA	ADA:AA (Shin)	Shin
FADS2	6	None	NA	0.4717	NA	NA	T7	61046610	62043174	996564	NA	GLA:LA (Shin)	Shin
FADS2	7	None	NA	0.0072	NA	NA	T8	61046610	62043174	996564	NA	OA:SA (Shin)	Shin
FADS2	8	None	NA	0.0014	NA	NA	T6	61046610	62043174	996564	NA	DPAn6:AA (Shin)	Shin
FADS2	9	None	NA	0.0013	NA	NA	T3	61046610	62043174	996564	NA	DGLA:GLA (Shin)	Shin
FADS2	10	None	NA	0.0011	NA	NA	T9	61046610	62043174	996564	NA	POA:PA (Shin)	Shin
FADS2	1	T5, T10, T11, T12, T14	0.9666	0.9715	rs968567	1	NA	61046610	62040838	994228	DPAn3:EPA (Framingham), FADS2 expression in Adipose_Subcutaneous (GTEx) mac=86, FADS2 expression in Adipose_Visceral_Omentum (GTEx) mac=86, FADS2 expression in blood (eQTLGen), FADS2 expression in Whole_Blood (GTEx) mac=86	NA	Framingham
FADS2	2	T1, T4, T7, T8	0.5399	0.9997	rs174549	0.5662	NA	61046610	62040838	994228	AA:DGLA (Framingham), DHA:DPAn3 (Framingham), GLA:LA (Framingham), OA:SA (Framingham)	NA	Framingham
FADS2	3	None	NA	1	NA	NA	T2	61046610	62040838	994228	NA	ADA:AA (Framingham)	Framingham
FADS2	4	None	NA	0.0113	NA	NA	T3	61046610	62040838	994228	NA	DGLA:GLA (Framingham)	Framingham
FADS2	5	None	NA	0	NA	NA	T13	61046610	62040838	994228	NA	FADS2 expression in Liver (GTEx) mac=86	Framingham
FADS2	6	None	NA	0	NA	NA	T9	61046610	62040838	994228	NA	POA:PA (Framingham)	Framingham
SCD	1	None	NA	0.4058	NA	NA	T11	101576960	102571560	994600	NA	SCD expression in blood (eQTLGen)	CHARGE
SCD	2	T8, T9, T10	0.9989	0.9989	rs603424	1	NA	101576960	102571560	994600	POA:PA (CHARGE), SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA	CHARGE
SCD	3	None	NA	0.0151	NA	NA	T5	101576960	102571560	994600	NA	DPAn3:EPA (CHARGE)	CHARGE
SCD	4	None	NA	0.0015	NA	NA	T7	101576960	102571560	994600	NA	OA:SA (CHARGE)	CHARGE
SCD	5	None	NA	9e-04	NA	NA	T3	101576960	102571560	994600	NA	DGLA:GLA (CHARGE)	CHARGE
SCD	6	None	NA	6e-04	NA	NA	T12	101576960	102571560	994600	NA	SCD expression in Liver (GTEx) mac=65	CHARGE
SCD	7	None	NA	3e-04	NA	NA	T1	101576960	102571560	994600	NA	AA:DGLA (CHARGE)	CHARGE
SCD	8	None	NA	2e-04	NA	NA	T13	101576960	102571560	994600	NA	SCD expression in Whole_Blood (GTEx) mac=65	CHARGE
SCD	9	None	NA	0	NA	NA	T4	101576960	102571560	994600	NA	DHA:DPAn3 (CHARGE)	CHARGE
SCD	10	None	NA	0	NA	NA	T6	101576960	102571560	994600	NA	GLA:LA (CHARGE)	CHARGE
SCD	1	T7, T8	0.9761	0.9993	rs2305384	1	NA	101576960	102571560	994600	GLA:LA (Shin), OA:SA (Shin)	NA	Shin
SCD	2	None	NA	0.0303	NA	NA	T12	101576960	102571560	994600	NA	SCD expression in blood (eQTLGen)	Shin
SCD	3	T5, T10, T11	0.9335	0.939	rs603424	1	NA	101576960	102571560	994600	DPAn3:EPA (Shin), SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA	Shin
SCD	4	T1, T4	0.8681	0.8745	rs1993110	0.9999	NA	101576960	102571560	994600	AA:DGLA (Shin), DHA:DPAn3 (Shin)	NA	Shin
SCD	5	None	NA	0.0142	NA	NA	T9	101576960	102571560	994600	NA	POA:PA (Shin)	Shin
SCD	6	None	NA	0.0013	NA	NA	T2	101576960	102571560	994600	NA	ADA:AA (Shin)	Shin
SCD	7	None	NA	0.0011	NA	NA	T6	101576960	102571560	994600	NA	DPAn6:AA (Shin)	Shin
SCD	8	None	NA	0.001	NA	NA	T3	101576960	102571560	994600	NA	DGLA:GLA (Shin)	Shin
SCD	9	None	NA	7e-04	NA	NA	T13	101576960	102571560	994600	NA	SCD expression in Liver (GTEx) mac=65	Shin
SCD	1	None	NA	0.0197	NA	NA	T12	101576960	102571560	994600	NA	SCD expression in blood (eQTLGen)	Framingham
SCD	2	T9, T10, T11	0.828	0.8297	rs603424	1	NA	101576960	102571560	994600	POA:PA (Framingham), SCD expression in Adipose_Subcutaneous (GTEx) mac=65, SCD expression in Adipose_Visceral_Omentum (GTEx) mac=65	NA	Framingham
SCD	3	None	NA	0.001	NA	NA	T3	101576960	102571560	994600	NA	DGLA:GLA (Framingham)	Framingham
SCD	4	None	NA	7e-04	NA	NA	T13	101576960	102571560	994600	NA	SCD expression in Liver (GTEx) mac=65	Framingham
SCD	5	None	NA	4e-04	NA	NA	T14	101576960	102571560	994600	NA	SCD expression in Whole_Blood (GTEx) mac=65	Framingham
SCD	6	None	NA	2e-04	NA	NA	T5	101576960	102571560	994600	NA	DPAn3:EPA (Framingham)	Framingham
SCD	7	None	NA	1e-04	NA	NA	T1	101576960	102571560	994600	NA	AA:DGLA (Framingham)	Framingham
SCD	8	None	NA	0	NA	NA	T4	101576960	102571560	994600	NA	DHA:DPAn3 (Framingham)	Framingham
SCD	9	None	NA	0	NA	NA	T7	101576960	102571560	994600	NA	GLA:LA (Framingham)	Framingham
SCD	10	None	NA	0	NA	NA	T8	101576960	102571560	994600	NA	OA:SA (Framingham)	Framingham
SCD	11	None	NA	0	NA	NA	T2	101576960	102571560	994600	NA	ADA:AA (Framingham)	Framingham
