lnor	se	lnor_sh	se_sh	eaf	ncase	ncontrol	mac_case	mac_control
2.12283	0.647374	1.9999	1.48673268848307	0.00485278	339	195745	3.29018484	1899.8148422
2.12876	0.676242	1.9999	1.60161518396546	0.00418988	339	195745	2.84073864	1640.2961212
2.20712	0.661146	1.9999	1.53304538450949	0.0045679	339	195745	3.0970362	1788.287171
2.19542	0.659773	1.9999	1.52818123594285	0.00459663	339	195745	3.11651514	1799.5346787
2.09183	0.669189	1.9999	1.37191787301296	0.00568485	339	195745	3.8543283	2225.5619265
2.07945	0.66857	1.9999	1.47590143084016	0.00492323	339	195745	3.33794994	1927.3953127
2.19371	0.659204	1.9999	1.5274840526207	0.00460077	339	195745	3.11932206	1801.1554473
1.94428	0.619041	1.9999	1.28521389632727	0.0064627	339	195745	4.3817106	2530.082423
2.13118	0.664658	1.9999	1.55676155942351	0.00443159	339	195745	3.00461802	1734.9231691
2.1249	0.647595	1.9999	1.48705915067361	0.00485068	339	195745	3.28876104	1898.9927132
3.75903	1.11828	1.9999	2.40776790745158	0.000512573	1236	211217	1.267080456	216.528262682
1.60275	1.27387	1.9999	3.38023743166483	0.000530946	605	89731	0.64244466	95.284631052
0.941675	0.247447	1.9999	0.576268971151231	0.0173738	605	89731	21.022298	3117.9368956
1.0328	0.233278	1.9999	0.490017619099283	0.0235891	605	89731	28.542811	4233.3470642
1.0948	0.308126	1.9999	0.72294179998897	0.0112424	605	89731	13.603304	2017.5835888
0.768037	0.153713	1.9999	0.319534308435834	0.051146	605	89731	61.88666	9178.763452
0.854191	0.222603	1.9999	0.528348599596299	0.0204786	605	89731	24.779106	3675.1305132
1.06619	0.258431	1.9999	0.585651258595975	0.0168479	605	89731	20.385959	3023.5578298
0.922012	0.20221	1.9999	0.486485699683956	0.0239101	605	89731	28.931221	4290.9543662
1.07232	0.244405	1.9999	0.565105984938485	0.0180317	605	89731	21.818357	3236.0049454
1.14826	0.308641	1.9999	0.646814466887028	0.0139325	605	89731	16.858325	2500.354315
0.768289	0.200216	1.9999	0.501385150969823	0.0225979	605	89731	27.343459	4055.4643298
0.94771	0.420779	1.9999	0.890273136103742	0.000642035	7062	195745	9.06810234	251.35028215
0.741337	0.18472	1.9999	0.436929319109212	0.0182022	999	89731	36.3679956	3266.6032164
0.846395	0.217199	1.9999	0.538872640615572	0.0121823	999	89731	24.3402354	2186.2599226
0.76096	0.158928	1.9999	0.352711052588961	0.0271989	999	89731	54.3434022	4881.1689918
1.0501	0.232833	1.9999	0.572869664404907	0.0108229	999	89731	21.6241542	1942.2992798
1.06734	0.276356	1.9999	0.590511871114213	0.0102046	999	89731	20.3887908	1831.3379252
0.853161	0.223306	1.9999	0.556666308952692	0.0114411	999	89731	22.8593178	2053.2426882
0.707221	0.513761	1.9999	1.30242778585975	0.000529411	4050	208403	4.2882291	220.661681266
0.963394	0.701149	1.9999	1.83203205626638	0.000267776	4050	208403	2.1689856	111.610643456
0.954501	0.700969	1.9999	1.91374315879379	0.000245414	4050	208403	1.9878534	102.290027684
0.947193	0.709231	1.9999	1.82706759737143	0.000269232	4050	208403	2.1807792	112.217512992
0.954501	0.700969	1.9999	1.91374315879379	0.000245414	4050	208403	1.9878534	102.290027684
0.954501	0.700969	1.9999	1.91374315879379	0.000245414	4050	208403	1.9878534	102.290027684
0.963394	0.701149	1.9999	1.83203205626638	0.000267776	4050	208403	2.1689856	111.610643456
0.963394	0.701149	1.9999	1.83203205626638	0.000267776	4050	208403	2.1689856	111.610643456
0.963394	0.701149	1.9999	1.83203205626638	0.000267776	4050	208403	2.1689856	111.610643456
2.69868	1.20307	1.9999	2.62655818008741	0.000130329	4050	208403	1.0556649	54.321909174
3.52686	1.72114	1.9999	4.31402187352102	0.000273864	720	89731	0.39436416	49.148181168
3.79944	1.77179	1.9999	4.51548065692936	0.00024999	720	89731	0.3599856	44.86370538
3.31603	1.68753	1.9999	4.3041238584911	0.000275124	720	89731	0.39617856	49.374303288
3.79944	1.77179	1.9999	4.51548065692936	0.00024999	720	89731	0.3599856	44.86370538
3.79944	1.77179	1.9999	4.51548065692936	0.00024999	720	89731	0.3599856	44.86370538
3.52686	1.72114	1.9999	4.31402187352102	0.000273864	720	89731	0.39436416	49.148181168
3.52686	1.72114	1.9999	4.31402187352102	0.000273864	720	89731	0.39436416	49.148181168
3.52686	1.72114	1.9999	4.31402187352102	0.000273864	720	89731	0.39436416	49.148181168
0.986836	0.998543	1.9999	2.70751131750639	0.000694406	720	89731	0.99994464	124.619489572
0.918344	0.248226	1.9999	0.598815017988752	0.0136581	720	89731	19.667664	2451.1099422
0.725646	0.1673	1.9999	0.385962571733827	0.0312102	720	89731	44.942688	5601.0449124
0.933428	0.247705	1.9999	0.629372689207547	0.01241	720	89731	17.8704	2227.12342
0.718942	0.174474	1.9999	0.399595415109578	0.0292832	720	89731	42.167808	5255.2216384
1.15936	0.323088	1.9999	0.667165215383382	0.0110874	720	89731	15.965856	1989.7669788
0.66825	0.152995	1.9999	0.369835415391705	0.0337387	720	89731	48.583728	6054.8145794
0.954697	0.25787	1.9999	0.567260657826323	0.0151524	720	89731	21.819456	2719.2800088
1.20473	0.367471	1.9999	0.835961038639253	0.00714534	720	89731	10.2892896	1282.31700708
0.761718	0.212057	1.9999	0.490365873842417	0.0199881	720	89731	28.782864	3587.1044022
0.75481	0.182623	1.9999	0.448669407942389	0.0236202	720	89731	34.013088	4238.9283324
0.928774	0.246539	1.9999	0.594294858658603	0.0138584	720	89731	19.956096	2487.0561808
0.808821	0.209008	1.9999	0.51648420148961	0.0181179	720	89731	26.089776	3251.4745698
0.939636	0.232164	1.9999	0.566100130789605	0.0152119	720	89731	21.905136	2729.9579978
0.852795	0.276972	1.9999	0.637896356447634	0.012092	720	89731	17.41248	2170.054504
0.809409	0.170005	1.9999	0.403394130755883	0.00399959	5408	103939	43.25956544	831.42677002
0.850922	0.175748	1.9999	0.400626657625996	0.00405439	5408	103939	43.85228224	842.81848442
0.7484	0.3871	1.9999	0.986859868745919	0.01003	366	96133	7.34196	1928.42798
0.7312	1.3252	1.9999	3.15052565191186	0.001011	366	96133	0.740052	194.380926
3.5638	2.0801	1.9999	4.18285722343321	0.0005743	366	96133	0.4203876	110.4183638
1.1543	0.6969	1.9999	1.33670188519705	0.01395	142	96357	3.9618	2688.3603
3.3721	1.9092	1.9999	5.06228852843212	0.001011	142	96357	0.287124	194.833854
1.0846	0.8371	1.9999	2.24890329137159	0.005061	142	96357	1.437324	975.325554
0.8555	0.146	1.9999	0.336755625251306	0.01191	2589	93910	61.66998	2236.9362
1.6416	0.5221	1.9999	1.10155380190102	0.001149	2589	93910	5.949522	215.80518
0.8647	0.6224	1.9999	1.50839528711638	0.001011	1582	94917	3.198804	191.922174
0.9007	0.6936	1.9999	1.88597481451402	0.004936	207	96292	2.043504	950.594624
1.3234	0.6851	1.9999	1.86219045588607	0.005061	207	96292	2.095254	974.667624
2.3162	1.6032	1.9999	4.19178801514194	0.001011	207	96292	0.418554	194.702424
0.8793	0.575	1.9999	1.1068529377274	0.01395	207	96292	5.7753	2686.5468
0.8471	0.6842	1.9999	1.84742364373471	0.005141	207	96292	2.128374	990.074344
0.8885	0.8078	1.9999	2.04594805374975	0.001037	843	95656	1.748382	198.390544
2.9663	2.173	1.9999	4.41915366044082	0.0005743	328	96171	0.3767408	110.4620106
1.2863	0.8789	1.9999	2.17370160019359	0.001149	672	53590	1.544256	123.14982
3.557	1.6602	1.9999	3.64289172654384	0.00041	672	53590	0.55104	43.9438
2.4904	1.3257	1.9999	3.23107833166447	0.000521	672	53590	0.700224	55.84078
1.2895	0.6004	1.9999	1.68550936320545	0.008025	158	96341	2.5359	1546.27305
3.5203	3.3079	1.9999	6.37127894669056	0.0005743	158	96341	0.1814788	110.6572726
1.2689	0.67	1.9999	1.26714023912608	0.01395	158	96341	4.4082	2687.9139
0.9129	0.3181	1.9999	0.790003125180837	0.03383	158	96341	10.69028	6518.43206
0.9619	0.32	1.9999	0.789617994262399	0.03386	158	96341	10.69976	6524.21252
0.8002	0.283	1.9999	0.693743096255574	0.04273	158	96341	13.50268	8233.30186
0.9563	0.3191	1.9999	0.788465584618345	0.03395	158	96341	10.7282	6541.5539
0.9912	0.4014	1.9999	0.856187183891641	0.0292	158	96341	9.2272	5626.3144
1.2898	0.6004	1.9999	1.68540183788921	0.008026	158	96341	2.536216	1546.465732
1.6475	0.6497	1.9999	1.6832555110585	0.008046	158	96341	2.542536	1550.319372
0.9119	0.3178	1.9999	0.790388755108414	0.0338	158	96341	10.6808	6512.6516
1.2895	0.6004	1.9999	1.68550936320545	0.008025	158	96341	2.5359	1546.27305
1.2895	0.6004	1.9999	1.68550936320545	0.008025	158	96341	2.5359	1546.27305
0.9875	0.5785	1.9999	1.55783332012602	0.009357	158	96341	2.956812	1802.925474
1.2898	0.6004	1.9999	1.68540183788921	0.008026	158	96341	2.536216	1546.465732
0.913	0.3166	1.9999	0.787954833274098	0.03399	158	96341	10.74084	6549.26118
0.9557	0.319	1.9999	0.788337814441776	0.03396	158	96341	10.73136	6543.48072
0.9569	0.3192	1.9999	0.788465584618345	0.03395	158	96341	10.7282	6541.5539
1.2952	0.6019	1.9999	1.68550936320545	0.008025	158	96341	2.5359	1546.27305
0.9407	0.6406	1.9999	1.62304541788679	0.004585	301	96198	2.76017	882.13566
2.5641	1.3459	1.9999	3.47493764718127	0.001011	301	96198	0.608622	194.512356
1.6493	0.9022	1.9999	2.38143704220518	0.0009602	673	95826	1.2924292	184.0242504
1.2751	0.8705	1.9999	2.17639355484921	0.001149	673	95826	1.546554	220.208148
0.7236	0.9441	1.9999	2.32065944812665	0.001011	673	95826	1.360806	193.760172
1.4627	1.0297	1.9999	2.72132248908117	0.0009602	516	95983	0.9909264	184.3257532
0.6637	0.3364	1.9999	0.865175798289818	0.009267	516	95983	9.563544	1778.948922
0.7766	0.6421	1.9999	1.54927903330504	0.002945	516	95983	3.03924	565.33987
1.3877	1.1068	1.9999	2.65187037852973	0.001011	516	95983	1.043352	194.077626
1.0101	1.0035	1.9999	2.48701403530081	0.001149	516	95983	1.185768	220.568934
1.6455	1.1578	1.9999	3.18801790147503	0.001823	198	96301	0.721908	351.113446
1.5106	0.1585	1.9999	0.345076638777231	0.01548	1887	94612	58.42152	2929.18752
1.204	0.931	1.9999	1.83153216018568	0.0005743	1887	94612	2.1674082	108.6713432
1.3934	0.1533	1.9999	0.332576909032115	0.01661	1887	94612	62.68614	3143.01064
1.621	0.1655	1.9999	0.357191843844629	0.01449	1887	94612	54.68526	2741.85576
0.8009	0.1191	1.9999	0.273558553019461	0.02402	1887	94612	90.65148	4545.16048
2.3997	1.2959	1.9999	2.66950709801823	0.0005743	895	95604	1.027997	109.8107544
0.8753	0.4966	1.9999	1.17468578696311	0.002945	895	95604	5.27155	563.10756
1.5568	1.8144	1.9999	4.61339123991282	0.0009602	180	96319	0.345672	184.9710076
0.7264	0.7628	1.9999	1.99717868103429	0.005061	180	96319	1.82196	974.940918
0.7239	0.7614	1.9999	1.98134140416354	0.005141	180	96319	1.85076	990.351958
0.9804	0.6058	1.9999	1.18708521866807	0.01395	180	96319	5.022	2687.3001
0.7753	0.7735	1.9999	2.02268719706607	0.004936	180	96319	1.77696	950.861168
3.9485	1.8036	1.9999	4.33714940887321	0.001086	180	96319	0.39096	209.204868
1.811	0.7808	1.9999	1.89870142698705	0.002945	344	96155	2.02616	566.35295
0.8033	0.3885	1.9999	1.03523977727533	0.02087	155	96344	6.4697	4021.39856
0.9751	3.3471	1.9999	6.43271391281637	0.0005743	155	96344	0.178033	110.6607184
1.0464	0.5577	1.9999	1.11010292845415	0.01829	155	96344	5.6699	3524.26352
0.7693	0.5066	1.9999	1.38276336234183	0.008046	234	96265	3.765528	1549.09638
0.7406	0.9637	1.9999	2.3030732983095	0.002945	234	96265	1.37826	567.00085
0.9183	0.5539	1.9999	1.0409361793313	0.01395	234	96265	6.5286	2685.7935
1.3159	1.7088	1.9999	4.56043280976323	0.0009602	184	54078	0.3533536	103.8513912
1.0951	0.7508	1.9999	1.99947741114198	0.004936	184	54078	1.816448	533.858016
2.1109	1.6867	1.9999	4.44404359404154	0.001011	184	54078	0.372048	109.345716
0.7349	0.7429	1.9999	1.97426188772162	0.005061	184	54078	1.862448	547.377516
1.5013	0.7893	1.9999	2.07568901946905	0.004585	184	54078	1.68728	495.89526
3.1377	2.7781	1.9999	5.90022248874504	0.0005743	184	54078	0.2113424	62.1139908
1.1778	0.7377	1.9999	1.95860652080618	0.005141	184	54078	1.891888	556.029996
4.1451	1.8492	1.9999	3.98502140208386	0.001011	229	96270	0.463038	194.65794
1.5709	0.1624	1.9999	0.338525621494881	0.01632	1824	40413	59.53536	1319.08032
1.6514	0.1656	1.9999	0.347078027086292	0.01556	1824	40413	56.76288	1257.65256
0.8954	0.1246	1.9999	0.274170501410389	0.02431	1824	40413	88.68288	1964.88006
1.8867	1.0916	1.9999	1.91528941629728	0.0005339	1824	40413	1.9476672	43.1530014
1.7797	0.1725	1.9999	0.35970818730966	0.01453	1824	40413	53.00544	1174.40178
1.0726	0.9543	1.9999	2.49175023093144	0.0009602	615	95884	1.181046	184.1356336
0.7863	0.311	1.9999	0.792194318588769	0.009267	615	95884	11.39841	1777.114056
0.9642	1.0076	1.9999	2.42815723426352	0.001011	615	95884	1.24353	193.877448
0.915	0.589	1.9999	1.41858320113933	0.002945	615	95884	3.62235	564.75676
2.3173	0.9802	1.9999	2.27720850069478	0.001149	615	95884	1.41327	220.341432
3.0879	2.2029	1.9999	4.46719601364329	0.0005743	321	96178	0.3687006	110.4700508
0.6712	0.929	1.9999	2.29174570057129	0.001011	690	95809	1.39518	193.725798
1.1063	1.5458	1.9999	3.042677794965	0.0005743	690	95809	0.792534	110.0462174
1.6674	0.8266	1.9999	1.0120865071859	4e-04	5747	5522	4.5976	4.4176
0.754721	0.092172	1.9999	0.201548595392481	0.010439	7704	54763	160.844112	1143.341914
0.752914	0.092153	1.9999	0.201479102164176	0.010446	7704	54763	160.951968	1144.108596
0.846593	0.120553	1.9999	0.231871044933932	0.007942	7704	54763	122.370336	869.855492
0.859762707532283	0.096293980433688	1.9999	0.196404405674863	0.0181156466135978	3855	7663	139.671635390839	277.6404
0.8664	0.1879	1.9999	0.483900223439373	0.0167	825	6220	27.555	207.748
2.01343527726723	1.156	1.9999	3.77703357446259	0.001018	201	497	0.409236	1.011892
1.44361942773916	0.7328	1.9999	2.14583832114293	0.003138	201	497	1.261476	3.119172
1.44550622075174	0.7328	1.9999	2.14790812287696	0.003132	201	497	1.259064	3.113208
0.898126761246484	1.415	1.9999	3.74580971161482	0.001035	201	497	0.41607	1.02879
0.653366310548101	0.2579	1.9999	0.595076351608695	0.03768	201	497	15.14736	37.45392
0.646579544743611	0.2769	1.9999	0.640769038428129	0.03285	201	497	13.2057	32.6529
0.921875110168056	1.415	1.9999	3.79954847710081	0.001006	201	497	0.404412	0.999964
0.921875110168056	1.415	1.9999	3.79954847710081	0.001006	201	497	0.404412	0.999964
0.921875110168056	1.415	1.9999	3.79954847710081	0.001006	201	497	0.404412	0.999964
0.921875110168056	1.415	1.9999	3.79954847710081	0.001006	201	497	0.404412	0.999964
0.920681080175448	1.002	1.9999	2.63139136768642	0.002092	201	497	0.840984	2.079448
0.921875110168056	1.415	1.9999	3.79954847710081	0.001006	201	497	0.404412	0.999964
0.913887847257845	1.415	1.9999	3.76408271373448	0.001025	201	497	0.41205	1.01885
0.904622927006473	1.415	1.9999	3.75674157962269	0.001029	201	497	0.413658	1.022826
0.908661704709664	1.415	1.9999	3.76408271373448	0.001025	201	497	0.41205	1.01885
1.329	0.7121	1.9999	2.4631399071034	0.0004347	1366	40941	1.1876004	35.5941054
1.042	0.7935	1.9999	1.42748784168792	0.001291	1366	40941	3.527012	105.709662
1.53	0.581	1.9999	1.72960369817315	0.0004184	2810	40941	2.351408	34.2594288
0.7798	0.5751	1.9999	1.53862861797182	0.001071	1417	40941	3.035214	87.695622
0.849	0.261	1.9999	0.611447871240177	0.009331	1012	40941	18.885944	764.040942
1.685	1.062	1.9999	2.92584128664545	0.0004184	1012	40941	0.8468416	34.2594288
0.6492	1.488	1.9999	4.42163435075969	0.0001611	1149	40941	0.3702078	13.1911902
1.151	1.243	1.9999	2.02926706497773	0.0007635	1149	40941	1.754523	62.516907
1.13	1.017	1.9999	2.69066763340009	0.0004347	1149	40941	0.9989406	35.5941054
1.009	1.409	1.9999	2.41553215152856	0.0005392	1149	40941	1.2390816	44.1507744
1.254	0.915	1.9999	1.3455357785333	0.0004306	3238	4083	2.7885656	3.5162796
2.512	1.488	1.9999	2.0752596512999	0.0001811	3238	4083	1.1728036	1.4788626
1.235	1.448	1.9999	2.33304782444064	0.0001433	3238	4083	0.9280108	1.1701878
0.8476	0.4167	1.9999	0.735618285225716	0.001438	3238	4083	9.312488	11.742708
1.112	0.7208	1.9999	1.14083914025645	0.0005988	3238	4083	3.8778288	4.8898008
2.139	1.099	1.9999	1.25628318514966	0.0004939	3238	4083	3.1984964	4.0331874
2.464	1.103	1.9999	1.07508037868866	0.0006742	3238	4083	4.3661192	5.5055172
1.822	0.6487	1.9999	1.0038065220772	0.0007732	3238	4083	5.0072432	6.3139512
6.229	1.793	1.9999	3.1447706121007	7.888e-05	3238	4083	0.51082688	0.64413408
2.106	0.6376	1.9999	1.15147601176809	0.0005878	3238	4083	3.8065928	4.7999748
6.833	1.782	1.9999	2.7101870797948	0.0001062	3238	4083	0.6877512	0.8672292
2.393	0.877	1.9999	1.9514491738356	0.0002048	3238	4083	1.3262848	1.6723968
2.371	0.8753	1.9999	1.893596874352	0.0002175	3238	4083	1.40853	1.776105
1.503	0.9804	1.9999	1.31414474710175	0.0004514	3238	4083	2.9232664	3.6861324
0.8747	0.5382	1.9999	0.891594346721092	0.0009797	3238	4083	6.3445372	8.0002302
1.1492	0.0671	1.9999	0.177009993618342	0.0065	15167	58308	197.171	758.004
1.1193	0.0642	1.9999	0.16803286704385	0.0072	15167	58308	218.4048	839.6352
1.0788	0.5927	1.9999	1.01742121837092	2e-04	15167	58308	6.0668	23.3232
1.1493	0.0672	1.9999	0.171713620769745	0.0069	15167	58308	209.3046	804.6504
1.3854	0.0969	1.9999	0.268275226126893	0.0065	6988	44256	90.844	575.328
1.4435	0.0962	1.9999	0.279421790714342	0.006	6988	44256	83.856	531.072
1.121	0.9332	1.9999	2.18207454916266	1e-04	6988	44256	1.3976	8.8512
1.3741	0.092	1.9999	0.264168130709086	0.0067	6988	44256	93.6392	593.0304
1.3475	0.0806	1.9999	0.112857283063411	0.0022	79148	61106	348.2512	268.8664
1.0764	0.0418	1.9999	0.067081926538751	0.0062	79148	61106	981.4352	757.7144
0.739808	0.402016	1.9999	0.892646839282933	0.00601891	677	3940	8.14960414	47.4290108
1.23041	0.619578	1.9999	1.15173994154154	0.00363909	677	3940	4.92732786	28.6760292
1.56282	0.813154	1.9999	1.32961149381564	0.00273731	677	3940	3.70631774	21.5700028
1.54325	0.810284	1.9999	1.32766069204874	0.0027453	677	3940	3.7171362	21.632964
1.73683	0.818653	1.9999	1.29759916362484	0.00287297	677	3940	3.89000138	22.6390036
1.6888	0.812984	1.9999	1.29759916362484	0.00287297	677	3940	3.89000138	22.6390036
1.64577	0.807552	1.9999	1.29736706812259	0.00287399	677	3940	3.89138246	22.6470412
1.006	0.466869	1.9999	0.859918516266264	0.00647767	677	3940	8.77076518	51.0440396
1.54624	0.795282	1.9999	1.29454855530786	0.00288642	677	3940	3.90821268	22.7449896
1.50475	0.794474	1.9999	1.29346049743876	0.00289124	677	3940	3.91473896	22.7829712
1.49842	0.793722	1.9999	1.29343118906742	0.00289137	677	3940	3.91491498	22.7839956
1.14271	0.479265	1.9999	0.867877762309882	0.00636142	677	3940	8.61336268	50.1279896
1.46743	0.784823	1.9999	1.28950150300711	0.00290888	677	3940	3.93862352	22.9219744
1.08892	0.444388	1.9999	0.853500663462198	0.00657373	677	3940	8.90083042	51.8009924
1.41853	0.778075	1.9999	1.28819872049113	0.00291472	677	3940	3.94653088	22.9679936
0.835755	0.430196	1.9999	0.849353991751709	0.00663693	677	3940	8.98640322	52.2990084
1.36116	0.769441	1.9999	1.29328693044348	0.00289201	677	3940	3.91578154	22.7890388
1.32868	0.764874	1.9999	1.29325988726829	0.00289213	677	3940	3.91594402	22.7899844
1.30224	0.761571	1.9999	1.28740869619723	0.00291827	677	3940	3.95133758	22.9959676
0.88835	0.460989	1.9999	0.853123580021185	0.00657944	677	3940	8.90856176	51.8459872
1.07569	0.430905	1.9999	0.833699263324636	0.00688388	677	3940	9.32077352	54.2449744
0.855607	0.458588	1.9999	0.866296935577465	0.00638426	677	3940	8.64428804	50.3079688
1.23486	0.750719	1.9999	1.2858861238658	0.00292513	677	3940	3.96062602	23.0500244
1.18059	0.73976	1.9999	1.28907499143152	0.00291079	677	3940	3.94120966	22.9370252
1.14414	0.762957	1.9999	1.26648004442724	0.00301472	677	3940	4.08193088	23.7559936
1.30165	0.786942	1.9999	1.2849035135624	0.00292957	677	3940	3.96663778	23.0850116
1.49318	0.815607	1.9999	1.31633360692404	0.00279239	677	3940	3.78089606	22.0040332
1.47847	0.813662	1.9999	1.31519032291375	0.00279721	677	3940	3.78742234	22.0420148
1.33115	0.792661	1.9999	1.275496813915	0.00297259	677	3940	4.02488686	23.4240092
1.49978	0.816568	1.9999	1.31660444205619	0.00279125	677	3940	3.7793525	21.99505
1.41153	0.804938	1.9999	1.31757272281925	0.00278718	677	3940	3.77384172	21.9629784
1.41483	0.806393	1.9999	1.32097003527359	0.00277297	677	3940	3.75460138	21.8510036
1.43806	0.808671	1.9999	1.31996559080193	0.00277716	677	3940	3.76027464	21.8840208
